type,release_year,rating,listed_in,content_age,added_year,added_month,movie_duration_minutes,season_count,genre_count,cast_count,primary_country
TV Show,1986,TV-14,TV Dramas,40,2019,1,,1.0,1,15,Italy
Movie,2002,TV-MA,"Dramas, International Movies, Thrillers",24,2018,3,168.0,,3,10,India
Movie,2012,TV-14,"Dramas, Independent Movies, International Movies",14,2018,3,109.0,,3,10,India
Movie,2002,TV-PG,"Comedies, International Movies, Music & Musicals",24,2018,3,148.0,,3,13,India
Movie,2002,TV-14,"Dramas, International Movies",24,2018,8,92.0,,2,10,Hong Kong
Movie,2011,PG-13,Horror Movies,15,2019,11,91.0,,1,10,United States
Movie,2008,TV-14,"Dramas, International Movies",18,2018,3,135.0,,2,10,India
Movie,2019,TV-PG,Documentaries,7,2020,2,71.0,,1,5,United States
Movie,2010,R,"Horror Movies, Thrillers",16,2017,12,112.0,,2,10,United States
TV Show,2017,TV-14,"British TV Shows, Crime TV Shows, International TV Shows",9,2017,5,,4.0,3,6,United Kingdom
Movie,2009,PG-13,"Action & Adventure, Comedies",17,2021,1,128.0,,2,11,United States
Movie,1990,TV-MA,"Action & Adventure, Dramas, International Movies",36,2019,12,168.0,,3,8,India
Movie,2016,TV-Y,Movies,10,2018,11,45.0,,1,6,United States
Movie,2018,TV-Y,Movies,8,2018,11,75.0,,1,7,Australia
Movie,2017,TV-Y,Movies,9,2018,11,71.0,,1,9,Australia
Movie,2016,TV-14,"Dramas, International Movies",10,2018,10,122.0,,2,8,India
Movie,2013,R,"Dramas, Independent Movies",13,2019,7,97.0,,2,11,United States
Movie,2009,PG,"Children & Family Movies, Comedies",17,2019,7,89.0,,2,12,United States
Movie,2016,TV-MA,"Documentaries, Music & Musicals",10,2017,8,98.0,,2,1,United Kingdom
Movie,2017,TV-14,"Dramas, International Movies, Thrillers",9,2018,3,115.0,,3,8,India
Movie,2004,TV-MA,"Horror Movies, International Movies",22,2018,9,96.0,,2,8,Thailand
Movie,2017,TV-MA,"Dramas, International Movies, Thrillers",9,2019,7,119.0,,3,8,Italy
TV Show,2008,TV-Y,Kids' TV,18,2020,3,,1.0,1,7,United States
Movie,2014,TV-G,"Dramas, Independent Movies, International Movies",12,2018,10,105.0,,3,8,India
Movie,2018,TV-MA,"Action & Adventure, Independent Movies",8,2018,12,88.0,,2,8,United States
Movie,2012,R,Horror Movies,14,2019,12,94.0,,1,8,Canada
Movie,2016,TV-PG,Documentaries,10,2017,4,77.0,,1,1,United States
TV Show,2015,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",11,2017,9,,2.0,3,8,Russia
TV Show,2008,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",18,2017,5,,1.0,3,8,Colombia
TV Show,2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",8,,,,3.0,3,19,United States
Movie,2013,TV-14,"Action & Adventure, Dramas, International Movies",13,2017,7,143.0,,3,10,India
Movie,2015,TV-PG,"Comedies, International Movies, Romantic Movies",11,2018,9,127.0,,3,11,Indonesia
Movie,2017,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",9,2018,6,92.0,,3,6,Switzerland
Movie,2017,TV-MA,"Horror Movies, International Movies",9,2019,10,87.0,,2,9,Peru
Movie,2016,TV-MA,Horror Movies,10,2020,1,83.0,,1,10,United States
Movie,2015,R,"Comedies, Dramas, Romantic Movies",11,2016,2,95.0,,3,12,United States
Movie,2014,R,Action & Adventure,12,2018,12,96.0,,1,8,Thailand
TV Show,2016,TV-14,Reality TV,10,2016,10,,3.0,1,4,United States
TV Show,2016,TV-14,Reality TV,10,2018,12,,1.0,1,1,United States
Movie,2016,PG-13,"Action & Adventure, Comedies",10,2019,7,107.0,,2,6,China
Movie,2016,TV-MA,"Action & Adventure, International Movies",10,2017,8,100.0,,2,5,China
Movie,2014,TV-G,"Documentaries, Sports Movies",12,2018,6,49.0,,2,1,United States
Movie,2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy",16,2019,1,94.0,,2,10,United States
Movie,2015,R,"Comedies, Dramas, Independent Movies",11,2017,10,101.0,,3,7,United States
Movie,2004,PG,"Comedies, Romantic Movies",22,2020,3,89.0,,2,11,United States
Movie,1996,R,"Dramas, Independent Movies",30,2019,11,135.0,,2,10,United States
Movie,1993,R,Thrillers,33,2020,1,107.0,,1,10,United States
TV Show,2018,TV-MA,Reality TV,8,2018,12,,1.0,1,1,United States
Movie,2015,R,"Action & Adventure, Dramas, International Movies",11,2018,7,84.0,,3,8,United Kingdom
Movie,1998,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy",28,2019,6,110.0,,3,9,United States
Movie,2008,R,"Comedies, Dramas, Independent Movies",18,2019,7,95.0,,3,10,United States
Movie,2017,TV-MA,"Documentaries, Sports Movies",9,2017,5,66.0,,2,1,United States
Movie,2015,PG-13,Comedies,11,2015,9,83.0,,1,9,United States
Movie,2016,R,"Action & Adventure, Dramas",10,2020,1,86.0,,2,8,United States
Movie,2005,TV-14,"Comedies, International Movies, Romantic Movies",21,2018,7,137.0,,3,8,India
Movie,2018,TV-MA,Documentaries,8,2019,3,87.0,,1,1,United States
Movie,2013,TV-MA,"Dramas, International Movies",13,2019,1,142.0,,2,9,Indonesia
Movie,1991,NR,"Comedies, Independent Movies, International Movies",35,2018,9,94.0,,3,16,Mexico
Movie,2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",8,2019,1,135.0,,3,8,United States
Movie,2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",8,2019,1,135.0,,3,8,United States
Movie,2009,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",17,2018,2,104.0,,3,8,Czech Republic
Movie,2017,TV-MA,"Dramas, Romantic Movies",9,2017,12,97.0,,2,8,United States
Movie,2003,PG-13,"Comedies, Romantic Movies",23,2019,8,128.0,,2,8,United States
Movie,2014,R,"Action & Adventure, Dramas, Independent Movies",12,2018,7,109.0,,3,8,Australia
Movie,2016,NR,"Documentaries, Sports Movies",10,2016,12,73.0,,2,1,United States
TV Show,2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",10,2019,5,,1.0,3,2,Thailand
Movie,2011,PG,"Dramas, Faith & Spirituality, Sports Movies",15,2020,5,106.0,,3,20,United States
Movie,2019,TV-MA,"Horror Movies, Independent Movies",7,2019,7,94.0,,2,10,United States
Movie,2016,NR,Documentaries,10,2016,11,85.0,,1,1,United Kingdom
TV Show,2014,TV-Y,Kids' TV,12,2020,3,,1.0,1,9,United States
Movie,1976,PG,"Dramas, Music & Musicals",50,2019,11,98.0,,2,7,United States
TV Show,2013,TV-MA,"TV Action & Adventure, TV Dramas",13,,,,4.0,2,12,United States
Movie,2017,PG-13,"Comedies, Dramas, Independent Movies",9,2017,7,96.0,,3,11,United States
Movie,2019,TV-14,"Documentaries, Sports Movies",7,2020,1,75.0,,2,1,United Kingdom
Movie,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy",19,2019,11,139.0,,2,14,United States
Movie,2018,PG,"Action & Adventure, Comedies",8,2019,6,117.0,,2,12,United States
Movie,2018,TV-14,Documentaries,8,2019,11,95.0,,1,1,United Kingdom
TV Show,2018,TV-Y,Kids' TV,8,,,,2.0,1,4,United States
Movie,2015,R,"Dramas, Independent Movies",11,2020,7,129.0,,2,10,United States
Movie,2012,R,"Comedies, Cult Movies, Dramas",14,2021,1,94.0,,3,10,United States
Movie,2018,TV-MA,"Dramas, International Movies, Sports Movies",8,2020,4,112.0,,3,9,Jamaica
Movie,2001,PG,"Children & Family Movies, Comedies",25,2019,4,88.0,,2,10,United States
Movie,2002,PG,"Children & Family Movies, Comedies",24,2019,3,100.0,,2,13,United States
Movie,2003,PG,"Children & Family Movies, Comedies",23,2019,4,83.0,,2,4,United States
Movie,2015,TV-MA,"Action & Adventure, Comedies, International Movies",11,2016,6,93.0,,3,10,Spain
Movie,2018,TV-MA,"Horror Movies, Independent Movies",8,2019,8,103.0,,2,9,United States
Movie,2019,TV-14,Thrillers,7,2019,6,88.0,,1,10,United States
Movie,2015,R,Action & Adventure,11,2018,12,86.0,,1,7,Canada
Movie,2015,TV-14,Documentaries,11,2017,2,88.0,,1,1,Canada
Movie,2017,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",9,2018,6,152.0,,3,26,United States
TV Show,2014,TV-14,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",12,2015,4,,1.0,3,8,United States
Movie,2013,TV-MA,"Dramas, Independent Movies, International Movies",13,2019,8,106.0,,3,12,United Kingdom
TV Show,2015,TV-MA,"International TV Shows, TV Comedies, TV Dramas",11,2016,9,,1.0,3,7,Switzerland
Movie,2006,TV-PG,"Documentaries, International Movies",20,2016,7,52.0,,2,1,United States
Movie,2008,R,Comedies,18,2019,11,98.0,,1,11,United States
Movie,2018,TV-14,"Comedies, International Movies",8,2019,6,89.0,,2,5,Egypt
Movie,2017,R,Horror Movies,9,2018,9,86.0,,1,3,United States
Movie,2010,TV-14,"Dramas, International Movies",16,2018,3,106.0,,2,1,India
Movie,2010,TV-MA,"Horror Movies, International Movies",16,2018,9,100.0,,2,8,Thailand
Movie,2015,TV-PG,Documentaries,11,2018,11,91.0,,1,1,United States
TV Show,2010,TV-PG,Kids' TV,16,2017,12,,1.0,1,10,United States
TV Show,2017,TV-Y7,"Kids' TV, Korean TV Shows",9,2019,7,,1.0,2,7,South Korea
Movie,2014,PG-13,"Horror Movies, Thrillers",12,2017,9,113.0,,2,10,United States
Movie,2014,NR,"Documentaries, International Movies, Sports Movies",12,2015,2,100.0,,3,1,Australia
TV Show,2015,TV-MA,"International TV Shows, Reality TV",11,2019,7,,1.0,2,7,United States
Movie,2017,TV-PG,"Comedies, International Movies, Romantic Movies",9,2017,10,132.0,,3,10,India
Movie,2020,TV-MA,"Comedies, Independent Movies, LGBTQ Movies",6,2020,6,96.0,,3,6,United States
Movie,2019,PG-13,"Dramas, Thrillers",7,2020,8,96.0,,2,7,Canada
Movie,2006,PG-13,"Comedies, Romantic Movies",20,2020,10,113.0,,2,9,United States
TV Show,2015,TV-Y,Kids' TV,11,2016,1,,1.0,1,6,France
Movie,1992,PG,"Classic Movies, Comedies, Romantic Movies",34,2020,1,95.0,,3,8,Australia
Movie,2016,TV-MA,"Documentaries, International Movies, LGBTQ Movies",10,2017,4,85.0,,3,1,Netherlands
Movie,1981,R,"Classic Movies, Comedies, Cult Movies",45,2019,9,106.0,,3,11,United States
Movie,1996,R,"Comedies, Dramas",30,2021,1,117.0,,2,10,United States
TV Show,2017,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",9,2019,11,,1.0,3,8,South Korea
Movie,2016,NR,"Action & Adventure, Dramas, International Movies",10,2017,2,123.0,,3,10,Brazil
TV Show,2018,TV-PG,"Docuseries, International TV Shows",8,2019,1,,1.0,2,1,Unknown
Movie,2002,PG,"Children & Family Movies, Comedies",24,2020,1,78.0,,2,8,United States
Movie,2019,TV-MA,"Action & Adventure, Dramas",7,2019,11,95.0,,2,8,United States
Movie,2015,NR,"Dramas, International Movies, Thrillers",11,2015,10,135.0,,3,9,Italy
Movie,2011,TV-MA,"Comedies, International Movies, Music & Musicals",15,2018,9,130.0,,3,4,Thailand
Movie,2018,TV-14,"Comedies, Dramas, International Movies",8,2018,8,115.0,,3,4,India
Movie,2014,TV-MA,"International Movies, Thrillers",12,2016,7,114.0,,2,4,Israel
Movie,2014,TV-MA,"Dramas, International Movies, Romantic Movies",12,2017,6,107.0,,3,10,United Kingdom
TV Show,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",8,2019,12,,1.0,3,8,South Korea
Movie,2019,TV-MA,"Comedies, Dramas, Romantic Movies",7,2020,3,93.0,,3,13,United States
Movie,2015,TV-MA,"Dramas, International Movies, Sports Movies",11,2016,7,94.0,,3,10,Denmark
Movie,2014,TV-MA,"Dramas, Independent Movies, International Movies",12,2017,3,85.0,,3,10,India
TV Show,2019,TV-Y,Kids' TV,7,2019,6,,1.0,1,6,India
Movie,2018,TV-Y7,Children & Family Movies,8,2019,6,63.0,,1,6,India
Movie,2017,TV-MA,"Dramas, Independent Movies, Thrillers",9,2018,1,104.0,,3,8,United States
Movie,2014,TV-PG,"Comedies, Dramas, International Movies",12,2018,3,127.0,,3,8,India
TV Show,2020,TV-Y,"Kids' TV, Korean TV Shows",6,2020,12,,3.0,2,4,United States
Movie,2007,R,"Comedies, Cult Movies",19,2021,1,113.0,,2,10,United States
Movie,1972,R,"Action & Adventure, Classic Movies, Dramas",54,2019,11,91.0,,3,8,United States
Movie,2006,PG-13,"Action & Adventure, Sci-Fi & Fantasy",20,2019,10,154.0,,2,10,United States
TV Show,2016,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",10,2017,3,,1.0,3,1,United Kingdom
Movie,1999,PG-13,Comedies,27,2019,11,82.0,,1,11,United States
Movie,2016,TV-14,"Dramas, International Movies, Romantic Movies",10,2018,10,98.0,,3,7,Indonesia
TV Show,2020,TV-MA,"Crime TV Shows, Docuseries",6,2020,4,,1.0,2,1,United States
Movie,2017,TV-MA,Documentaries,9,2018,5,103.0,,1,1,United States
Movie,2017,TV-MA,"Documentaries, LGBTQ Movies",9,2018,12,86.0,,2,1,United States
Movie,2016,TV-G,Documentaries,10,2017,3,92.0,,1,1,United States
Movie,1977,TV-PG,"Dramas, Independent Movies, International Movies",49,2019,12,123.0,,3,8,India
TV Show,2018,TV-14,"International TV Shows, TV Dramas",8,2018,5,,1.0,2,6,Unknown
Movie,2007,R,"Dramas, Horror Movies, Music & Musicals",19,2020,1,116.0,,3,9,United States
Movie,2017,R,"Dramas, Independent Movies, Thrillers",9,2019,12,93.0,,3,10,United States
Movie,2016,R,"Comedies, Dramas, Independent Movies",10,2019,1,97.0,,3,10,United States
Movie,2016,TV-MA,"Action & Adventure, Dramas, International Movies",10,2017,6,108.0,,3,5,China
Movie,1980,R,"Action & Adventure, International Movies",46,2018,8,101.0,,2,8,Hong Kong
TV Show,2010,TV-PG,Kids' TV,16,2019,12,,1.0,1,7,United States
Movie,1999,TV-PG,"Dramas, International Movies, Music & Musicals",27,2018,3,177.0,,3,8,India
Movie,2008,TV-14,"Dramas, International Movies",18,2018,7,95.0,,2,11,India
Movie,2011,R,"Comedies, Romantic Movies",15,2019,5,97.0,,2,10,United States
TV Show,2018,TV-14,"Crime TV Shows, TV Action & Adventure, TV Thrillers",8,,,,2.0,3,9,France
TV Show,1993,TV-MA,TV Dramas,33,2019,6,,1.0,1,12,United Kingdom
Movie,2014,TV-MA,"Action & Adventure, International Movies, Romantic Movies",12,2017,10,111.0,,3,8,India
Movie,2015,TV-MA,"International Movies, Thrillers",11,2018,3,81.0,,2,4,France
Movie,1999,G,Children & Family Movies,27,2018,6,89.0,,1,9,United States
Movie,2005,G,Children & Family Movies,21,2017,6,72.0,,1,9,United States
Movie,2013,TV-14,"Comedies, International Movies",13,2019,5,112.0,,2,10,Egypt
Movie,2016,TV-Y7,Children & Family Movies,10,2019,7,48.0,,1,4,United States
Movie,2017,TV-14,Documentaries,9,2017,9,81.0,,1,1,United States
Movie,2010,TV-PG,"Dramas, International Movies, Thrillers",16,2018,3,137.0,,3,7,India
Movie,2016,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",10,2017,1,89.0,,3,6,United States
Movie,2007,PG,"Children & Family Movies, Comedies",19,2019,5,87.0,,2,11,Hong Kong
Movie,1991,PG,"Children & Family Movies, Comedies",35,2020,1,88.0,,2,10,United States
Movie,1990,PG,"Action & Adventure, Comedies",36,2020,1,94.0,,2,11,Unknown
Movie,2010,TV-PG,"Comedies, International Movies, Music & Musicals",16,2018,8,125.0,,3,10,India
Movie,2016,TV-Y7,Children & Family Movies,10,2016,12,67.0,,1,1,United States
Movie,2017,TV-MA,"Dramas, International Movies",9,2018,7,108.0,,2,6,Argentina
Movie,2015,TV-MA,"Dramas, Independent Movies, International Movies",11,2019,2,102.0,,3,3,Hong Kong
TV Show,2010,TV-PG,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",16,2017,12,,1.0,3,10,Mexico
Movie,2003,R,"Action & Adventure, Sci-Fi & Fantasy",23,2020,1,109.0,,2,10,United States
Movie,2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy",17,2020,1,115.0,,2,10,United States
Movie,2015,TV-PG,"Documentaries, International Movies",11,2016,5,98.0,,2,1,France
Movie,2017,TV-MA,"Horror Movies, Independent Movies, Thrillers",9,2018,9,84.0,,3,10,United States
Movie,2016,TV-PG,"Comedies, International Movies, Romantic Movies",10,2017,10,133.0,,3,8,India
Movie,2012,TV-MA,"Action & Adventure, International Movies, Music & Musicals",14,2017,12,121.0,,3,10,United Kingdom
TV Show,2015,TV-Y7,"Kids' TV, TV Comedies",11,2018,3,,1.0,2,2,India
TV Show,2019,TV-MA,TV Shows,7,2019,5,,1.0,1,1,India
TV Show,2005,TV-14,TV Comedies,21,,,,8.0,1,12,United States
TV Show,2018,TV-MA,Docuseries,8,2019,2,,1.0,1,1,United States
Movie,2016,TV-MA,"Documentaries, Sports Movies",10,2019,11,100.0,,2,1,United States
Movie,2016,TV-MA,"Action & Adventure, Dramas, International Movies",10,2018,4,117.0,,3,6,Mexico
Movie,2018,TV-14,"Documentaries, International Movies",8,2019,7,78.0,,2,1,Canada
Movie,2015,R,"Dramas, Thrillers",11,2018,7,87.0,,2,11,United States
TV Show,2010,TV-PG,"International TV Shows, TV Dramas",16,2017,9,,2.0,2,4,Unknown
Movie,2016,TV-Y7,Children & Family Movies,10,2017,5,88.0,,1,10,Canada
TV Show,2015,TV-Y7,"Kids' TV, TV Comedies",11,,,,2.0,2,5,Australia
Movie,2005,PG,Children & Family Movies,21,2020,12,93.0,,1,9,United States
Movie,2011,PG,Children & Family Movies,15,2019,11,107.0,,1,9,United States
Movie,2007,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",19,2018,4,99.0,,3,10,Argentina
Movie,2016,TV-MA,"Action & Adventure, Dramas, International Movies",10,2018,1,140.0,,3,8,South Korea
Movie,1995,PG-13,"Comedies, Dramas, Romantic Movies",31,2021,1,113.0,,3,13,United States
Movie,2005,R,Horror Movies,21,2020,1,89.0,,1,10,United States
TV Show,1967,TV-G,"Classic & Cult TV, TV Comedies",59,,,,8.0,2,6,United States
Movie,2019,PG,"Children & Family Movies, Comedies",7,2020,2,97.0,,2,10,Finland
Movie,2019,TV-MA,Documentaries,7,2020,3,97.0,,1,1,United States
Movie,2010,TV-14,"Comedies, Dramas, International Movies",16,2019,6,108.0,,3,10,Egypt
TV Show,2014,TV-PG,"International TV Shows, Reality TV",12,,,,2.0,2,2,Singapore
Movie,2015,TV-MA,"Comedies, Dramas, International Movies",11,2017,5,80.0,,3,11,Spain
Movie,2013,R,"Action & Adventure, Comedies, Independent Movies",13,2018,12,90.0,,3,9,Canada
Movie,2000,R,Action & Adventure,26,2020,7,117.0,,1,9,United States
Movie,2016,R,Action & Adventure,10,2020,3,95.0,,1,10,France
Movie,2016,R,"Horror Movies, Independent Movies, Thrillers",10,2018,12,86.0,,3,7,United Kingdom
TV Show,2009,TV-14,"Reality TV, Romantic TV Shows",17,2019,12,,1.0,2,1,Unknown
Movie,2017,TV-14,Dramas,9,2018,2,100.0,,1,14,United States
Movie,2015,TV-MA,Comedies,11,2018,12,87.0,,1,10,United Kingdom
Movie,2016,TV-MA,Documentaries,10,2017,4,101.0,,1,1,United States
Movie,1993,TV-14,"Action & Adventure, International Movies",33,2018,8,83.0,,2,6,Hong Kong
Movie,2018,TV-MA,"Horror Movies, Thrillers",8,2019,4,89.0,,2,5,United States
Movie,1942,TV-14,"Classic Movies, Documentaries",84,2017,3,18.0,,2,2,United States
TV Show,2012,TV-MA,"International TV Shows, TV Dramas",14,2017,9,,1.0,2,6,Unknown
TV Show,2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",10,2016,11,,1.0,3,1,Brazil
TV Show,2011,TV-14,"British TV Shows, Docuseries, Science & Nature TV",15,2019,2,,1.0,3,1,United Kingdom
TV Show,2015,TV-PG,"British TV Shows, Reality TV",11,2019,2,,1.0,2,1,United Kingdom
Movie,2018,TV-MA,Documentaries,8,2018,12,72.0,,1,4,United States
Movie,2016,TV-MA,Horror Movies,10,2017,8,95.0,,1,8,United States
Movie,2015,R,"Horror Movies, Independent Movies, Thrillers",11,2019,5,95.0,,3,10,Canada
Movie,2016,R,"Dramas, Sports Movies",10,2019,3,98.0,,2,9,United States
TV Show,2001,TV-G,"British TV Shows, Docuseries, International TV Shows",25,2015,10,,1.0,3,1,United Kingdom
Movie,2016,TV-14,Documentaries,10,2017,8,59.0,,1,1,United States
TV Show,2011,TV-MA,"British TV Shows, Docuseries",15,2019,2,,1.0,2,1,United Kingdom
Movie,2010,R,"Action & Adventure, Sci-Fi & Fantasy",16,2019,7,118.0,,2,10,United States
Movie,2015,TV-MA,"Dramas, International Movies, Romantic Movies",11,2017,3,98.0,,3,8,France
Movie,2010,PG-13,"Action & Adventure, Comedies, Romantic Movies",16,2019,10,111.0,,3,14,United States
Movie,2009,PG-13,"Sci-Fi & Fantasy, Thrillers",17,2019,6,116.0,,2,9,United States
Movie,2016,PG-13,"Horror Movies, Independent Movies, Thrillers",10,2020,6,97.0,,3,7,United States
Movie,2008,PG-13,"Dramas, Independent Movies, International Movies",18,2019,1,95.0,,3,10,United Kingdom
Movie,2007,R,"Dramas, Thrillers",19,2019,11,122.0,,2,10,United States
Movie,2019,TV-MA,"Dramas, Independent Movies, Sports Movies",7,2019,5,95.0,,3,8,United States
Movie,2017,PG-13,"Children & Family Movies, Dramas, International Movies",9,2018,2,93.0,,3,8,Ireland
Movie,2006,PG-13,"Comedies, Dramas, Romantic Movies",20,2019,7,107.0,,3,13,United States
Movie,2017,TV-14,"Dramas, International Movies, Romantic Movies",9,2019,9,119.0,,3,9,Nigeria
Movie,2005,PG-13,"Action & Adventure, Sci-Fi & Fantasy",21,2019,7,119.0,,2,12,United States
Movie,2007,PG-13,"Comedies, Dramas",19,2019,10,97.0,,2,10,United States
Movie,2013,TV-MA,"Comedies, International Movies",13,2019,5,96.0,,2,6,Unknown
Movie,1983,TV-14,"Action & Adventure, Dramas, International Movies",43,2018,9,103.0,,3,1,Hong Kong
Movie,2017,PG-13,"Horror Movies, Thrillers",9,2019,4,96.0,,2,10,United States
Movie,2019,TV-MA,"Independent Movies, Thrillers",7,2020,3,106.0,,2,8,United States
Movie,2017,TV-14,"Dramas, Independent Movies, International Movies",9,2018,12,109.0,,3,8,Israel
TV Show,2018,TV-MA,"International TV Shows, Reality TV",8,2019,4,,1.0,2,1,India
Movie,2014,R,"Dramas, Thrillers",12,2018,7,112.0,,2,11,Canada
Movie,1977,PG,"Cult Movies, Horror Movies",49,2020,6,96.0,,2,9,United States
Movie,2017,TV-MA,"Documentaries, Sports Movies",9,2018,5,60.0,,2,1,United States
Movie,2017,TV-PG,"Dramas, Faith & Spirituality",9,2017,11,113.0,,2,6,United States
Movie,2017,TV-MA,"Action & Adventure, Dramas, International Movies",9,2019,6,126.0,,3,9,Egypt
Movie,2016,TV-14,"Dramas, International Movies, Thrillers",10,2019,9,109.0,,3,9,Nigeria
Movie,2016,R,"Horror Movies, Thrillers",10,2017,2,93.0,,2,9,United States
TV Show,2017,TV-14,"International TV Shows, Reality TV",9,2019,8,,1.0,2,4,Australia
Movie,2010,TV-MA,"Dramas, International Movies, Music & Musicals",16,2019,6,101.0,,3,10,Egypt
Movie,2016,TV-14,"Dramas, International Movies, Thrillers",10,2017,4,111.0,,3,13,Spain
Movie,2015,TV-MA,"Dramas, Independent Movies, International Movies",11,2016,5,107.0,,3,11,Mexico
Movie,2013,PG,"Dramas, Faith & Spirituality",13,2019,11,100.0,,2,8,United Kingdom
Movie,2016,TV-PG,"Children & Family Movies, Comedies",10,2019,3,92.0,,2,10,United States
Movie,1965,TV-14,"Classic Movies, Dramas",61,2019,11,103.0,,2,11,United States
TV Show,2011,TV-PG,"British TV Shows, Docuseries, International TV Shows",15,2018,2,,1.0,3,1,United Kingdom
Movie,2010,R,"Dramas, Independent Movies",16,2018,7,105.0,,2,10,United States
Movie,2018,TV-14,"Comedies, Romantic Movies",8,2019,7,103.0,,2,10,United States
Movie,2016,PG-13,"Comedies, Dramas, Independent Movies",10,2019,2,101.0,,3,8,Canada
Movie,2013,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",13,2019,8,123.0,,3,10,Israel
Movie,2011,TV-14,"Comedies, International Movies, Thrillers",15,2019,4,114.0,,3,6,Egypt
Movie,1996,R,"Horror Movies, Thrillers",30,2020,1,101.0,,2,10,United States
TV Show,2016,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",10,,,,2.0,3,6,South Korea
Movie,2013,PG,"Children & Family Movies, Comedies",13,2019,7,99.0,,2,8,United States
Movie,1994,R,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",32,2019,1,102.0,,3,13,United States
Movie,1970,TV-PG,"Comedies, Cult Movies, International Movies",56,2019,10,66.0,,3,8,Poland
Movie,1992,R,"Classic Movies, Independent Movies, Thrillers",34,2020,1,112.0,,3,10,United Kingdom
TV Show,2016,TV-PG,"Docuseries, Science & Nature TV",10,2019,9,,1.0,2,1,United States
Movie,2015,R,Comedies,11,2017,4,101.0,,1,8,United Kingdom
Movie,2009,TV-14,"Dramas, International Movies",17,2018,1,99.0,,2,5,India
Movie,2011,TV-MA,"Dramas, International Movies, Romantic Movies",15,2018,12,105.0,,3,6,Indonesia
Movie,1982,PG,Children & Family Movies,44,2019,5,93.0,,1,9,United States
Movie,2018,TV-MA,"Dramas, International Movies",8,2019,12,121.0,,2,9,India
Movie,2016,TV-MA,"Action & Adventure, Independent Movies, International Movies",10,2018,6,75.0,,3,1,United Kingdom
Movie,2015,TV-MA,Dramas,11,2017,4,95.0,,1,7,Australia
Movie,2017,TV-MA,"Documentaries, Sports Movies",9,2019,3,100.0,,2,2,Austria
TV Show,2015,TV-Y7,"Kids' TV, TV Comedies",11,,,,2.0,2,8,Canada
Movie,2006,R,"Dramas, Thrillers",20,2021,1,151.0,,2,10,United States
Movie,2017,TV-14,"Dramas, International Movies",9,2018,11,78.0,,2,2,Argentina
Movie,2017,TV-14,"Horror Movies, Thrillers",9,2019,2,85.0,,2,7,United States
Movie,2017,TV-PG,"Documentaries, Horror Movies",9,2018,7,69.0,,2,1,Italy
Movie,2012,R,"Horror Movies, Thrillers",14,2019,11,84.0,,2,7,United States
TV Show,2013,TV-14,Anime Series,13,2019,4,,1.0,1,12,Japan
Movie,2018,TV-14,Documentaries,8,2019,1,88.0,,1,1,United States
Movie,2015,TV-MA,"Horror Movies, Sci-Fi & Fantasy, Thrillers",11,2018,8,86.0,,3,9,United States
Movie,2009,TV-PG,"Dramas, International Movies",17,2018,10,121.0,,2,4,Indonesia
Movie,2016,TV-MA,Thrillers,10,2017,9,99.0,,1,7,United States
TV Show,2011,TV-MA,"International TV Shows, TV Comedies",15,2018,8,,1.0,2,6,Canada
Movie,2016,R,Dramas,10,2019,6,110.0,,1,7,United States
Movie,2005,PG-13,"Action & Adventure, Comedies",21,2020,1,104.0,,2,10,United States
Movie,2007,R,"Action & Adventure, Comedies",19,2020,1,95.0,,2,10,United States
Movie,2015,TV-MA,"Dramas, International Movies",11,2017,8,96.0,,2,13,United Kingdom
TV Show,2016,TV-PG,Docuseries,10,2018,9,,1.0,1,1,United States
Movie,2015,R,"Dramas, Independent Movies",11,2018,7,106.0,,2,8,United States
Movie,2017,TV-MA,"Independent Movies, Sci-Fi & Fantasy, Thrillers",9,2018,9,112.0,,3,6,United States
Movie,1981,TV-MA,"Classic Movies, Cult Movies, Horror Movies",45,2020,1,85.0,,3,11,United States
